Institute,Program,Seat Type,Gender,OR,CR
IIT Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2173,2173
IIT Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1391,2245
IIT Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),4946,4946
IIT Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",SC,Gender-Neutral,442,1364
IIT Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2422,2422
IIT Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,669,742
IIT Gandhinagar,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1489,1489
IIT Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,7239,11066
IIT Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),17494,19655
IIT Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1803,1929
IIT Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3078,3078
IIT Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4127,4914
IIT Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),8438,8901
IIT Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2476,2858
IIT Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3856,3856
IIT Gandhinagar,"Materials Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1160,1357
IIT Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4409,6904
IIT Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),12719,14147
IIT Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1008,1209
IIT Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2506,2506
IIT Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2376,3099
IIT Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),6297,7216
IIT Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1509,1927
IIT Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3419,3419
IIT Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,635,754
IIT Gandhinagar,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1543,1543
IIT Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3490,4312
IIT Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),9306,9951
IIT Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,548,642
IIT Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1275,1275
IIT Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1494,1862
IIT Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),3742,3917
IIT Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,78,78
IIT Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",SC,Gender-Neutral,780,1251
IIT Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2055,2055
IIT Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",ST,Gender-Neutral,435,473
IIT Patna,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),844,844
IIT Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Gender-Neutral,16406,16815
IIT Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Female-only (including Supernumerary),22945,22945
IIT Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,2355,2355
IIT Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC-NCL,Gender-Neutral,5684,5850
IIT Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),9844,9844
IIT Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,2829,2829
IIT Patna,"B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",ST,Gender-Neutral,1332,1332
IIT Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Gender-Neutral,14157,15381
IIT Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Female-only (including Supernumerary),22524,22524
IIT Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,2204,2204
IIT Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC-NCL,Gender-Neutral,5138,5413
IIT Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),9278,9278
IIT Patna,"B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,2864,3026
IIT Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Gender-Neutral,3514,4323
IIT Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Female-only (including Supernumerary),10148,10148
IIT Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,599,599
IIT Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC-NCL,Gender-Neutral,1606,1657
IIT Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,1067,1067
IIT Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Female-only (including Supernumerary),2036,2036
IIT Patna,"B. Tech. (CSE) and M.Tech in CSE (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",ST,Gender-Neutral,841,841
IIT Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Gender-Neutral,6383,7742
IIT Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Female-only (including Supernumerary),13773,13773
IIT Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,1110,1110
IIT Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC-NCL,Gender-Neutral,2469,2673
IIT Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),6345,6345
IIT Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,1721,1721
IIT Patna,"B. Tech. (ECE) -M. Tech. in VLSI (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",ST,Gender-Neutral,916,916
IIT Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Gender-Neutral,7854,8283
IIT Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Female-only (including Supernumerary),17829,17829
IIT Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,1222,1222
IIT Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC-NCL,Gender-Neutral,3208,3319
IIT Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),7992,7992
IIT Patna,"B. Tech. (EEE)-M. Tech. in (Power &. Control) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,1802,1824
IIT Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Gender-Neutral,5073,5266
IIT Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Female-only (including Supernumerary),12215,12215
IIT Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,720,720
IIT Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC-NCL,Gender-Neutral,2212,2538
IIT Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),6029,6029
IIT Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,971,971
IIT Patna,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",ST,Gender-Neutral,847,847
IIT Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Gender-Neutral,7903,10153
IIT Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OPEN,Female-only (including Supernumerary),19865,19865
IIT Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",EWS,Gender-Neutral,1498,1498
IIT Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC-NCL,Gender-Neutral,4212,4301
IIT Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),8205,8205
IIT Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",SC,Gender-Neutral,2263,2263
IIT Patna,"B. Tech. (ME) - M. Tech. in Mechatronics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",ST,Gender-Neutral,1326,1326
IIT Patna,"B.Tech
 (Artificial Intelligence and Data Science) - MBA in Digital Business 
Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",OPEN,Gender-Neutral,4406,4679
IIT Patna,"B.Tech
 (Artificial Intelligence and Data Science) - MBA in Digital Business 
Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",OBC-NCL,Gender-Neutral,2201,2201
IIT Patna,"B.Tech
 (Artificial Intelligence and Data Science) - MBA in Digital Business 
Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",OBC-NCL,Female-only (including Supernumerary),5873,5873
IIT Patna,"B.Tech
 (Artificial Intelligence and Data Science) - MBA in Digital Business 
Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",SC,Gender-Neutral,1079,1079
IIT Patna,"B.Tech
 (Chemical Engineering) - MBA in Hospital and Health Care Management 
(IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,Gender-Neutral,14749,15010
IIT Patna,"B.Tech
 (Chemical Engineering) - MBA in Hospital and Health Care Management 
(IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OBC-NCL,Gender-Neutral,4636,4636
IIT Patna,"B.Tech
 (Chemical Engineering) - MBA in Hospital and Health Care Management 
(IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),10346,10346
IIT Patna,"B.Tech
 (Chemical Engineering) - MBA in Hospital and Health Care Management 
(IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,3178,3178
IIT Patna,"B.Tech
 (Chemical Science and Technology) - MBA in Hospital and Health Care 
Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",OPEN,Gender-Neutral,15042,16163
IIT Patna,"B.Tech
 (Chemical Science and Technology) - MBA in Hospital and Health Care 
Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",OPEN,Female-only (including Supernumerary),25549,25549
IIT Patna,"B.Tech
 (Chemical Science and Technology) - MBA in Hospital and Health Care 
Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",EWS,Gender-Neutral,2549,2549
IIT Patna,"B.Tech
 (Chemical Science and Technology) - MBA in Hospital and Health Care 
Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA 
(Dual Degree))",OBC-NCL,Gender-Neutral,4725,4725
IIT Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,Gender-Neutral,13577,15570
IIT Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",EWS,Gender-Neutral,2481,2481
IIT Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OBC-NCL,Gender-Neutral,5135,5135
IIT Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),9888,9888
IIT Patna,"B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,3038,3038
IIT Patna,"B.Tech
 (Computer Science and Engineering) - MBA in Digital Business Management
 (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,Gender-Neutral,4297,4297
IIT Patna,"B.Tech
 (Computer Science and Engineering) - MBA in Digital Business Management
 (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,Female-only (including Supernumerary),10748,10748
IIT Patna,"B.Tech
 (Computer Science and Engineering) - MBA in Digital Business Management
 (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OBC-NCL,Gender-Neutral,1885,1885
IIT Patna,"B.Tech
 (Computer Science and Engineering) - MBA in Digital Business Management
 (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,1073,1073
IIT Patna,"B.Tech
 (Computer Science and Engineering) - MBA in Digital Business Management
 (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",ST,Gender-Neutral,806,806
IIT Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,Gender-Neutral,6111,8351
IIT Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,Female-only (including Supernumerary),16806,16806
IIT Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",EWS,Gender-Neutral,1362,1362
IIT Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OBC-NCL,Gender-Neutral,3257,3257
IIT Patna,"B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,1890,1890
IIT Patna,"B.Tech
 (Electronics and Communication Engineering) - MBA in Hospital and 
Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology 
and MBA (Dual Degree))",OPEN,Gender-Neutral,7880,8739
IIT Patna,"B.Tech
 (Electronics and Communication Engineering) - MBA in Hospital and 
Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology 
and MBA (Dual Degree))",OPEN,Female-only (including Supernumerary),19678,19678
IIT Patna,"B.Tech
 (Electronics and Communication Engineering) - MBA in Hospital and 
Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology 
and MBA (Dual Degree))",EWS,Gender-Neutral,1133,1133
IIT Patna,"B.Tech
 (Electronics and Communication Engineering) - MBA in Hospital and 
Healthcare Management (IIM Bodh Gaya) (5 Years, Bachelor of Technology 
and MBA (Dual Degree))",OBC-NCL,Gender-Neutral,2877,2877
IIT Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,Gender-Neutral,12992,12995
IIT Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",EWS,Gender-Neutral,2364,2364
IIT Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OBC-NCL,Gender-Neutral,5044,5044
IIT Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),10497,10497
IIT Patna,"B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,3113,3113
IIT Patna,"B.Tech
 (Mathematics and Computing) - MBA in Digital Business Management (IIM 
Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,Gender-Neutral,5020,5192
IIT Patna,"B.Tech
 (Mathematics and Computing) - MBA in Digital Business Management (IIM 
Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OBC-NCL,Gender-Neutral,2757,2757
IIT Patna,"B.Tech
 (Mathematics and Computing) - MBA in Digital Business Management (IIM 
Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),5361,5361
IIT Patna,"B.Tech
 (Mathematics and Computing) - MBA in Digital Business Management (IIM 
Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,1742,1742
IIT Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,Gender-Neutral,9062,9708
IIT Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,Female-only (including Supernumerary),16780,17194
IIT Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",EWS,Gender-Neutral,1714,1889
IIT Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OBC-NCL,Gender-Neutral,3720,4001
IIT Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),8449,8449
IIT Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,2317,2428
IIT Patna,"B.Tech (Mechanical Engineering) - MBA (IIM Mumbai) (5 Years, Bachelor of Technology and MBA (Dual Degree))",ST,Gender-Neutral,1184,1184
IIT Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,Gender-Neutral,15577,16042
IIT Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OPEN,Female-only (including Supernumerary),26073,26073
IIT Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",OBC-NCL,Gender-Neutral,5758,5758
IIT Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",SC,Gender-Neutral,2531,2531
IIT Patna,"B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya) (5 Years, Bachelor of Technology and MBA (Dual Degree))",ST,Gender-Neutral,1405,1405
IIT Patna,"B.Tech.
 in Electronics and Communication Engineering and M.Tech. in 
Communication Systems (5 Years, Bachelor and Master of Technology (Dual 
Degree))",OPEN,Gender-Neutral,6305,7786
IIT Patna,"B.Tech.
 in Electronics and Communication Engineering and M.Tech. in 
Communication Systems (5 Years, Bachelor and Master of Technology (Dual 
Degree))",OPEN,Female-only (including Supernumerary),14622,14622
IIT Patna,"B.Tech.
 in Electronics and Communication Engineering and M.Tech. in 
Communication Systems (5 Years, Bachelor and Master of Technology (Dual 
Degree))",EWS,Gender-Neutral,1050,1050
IIT Patna,"B.Tech.
 in Electronics and Communication Engineering and M.Tech. in 
Communication Systems (5 Years, Bachelor and Master of Technology (Dual 
Degree))",OBC-NCL,Gender-Neutral,2459,2712
IIT Patna,"B.Tech.
 in Electronics and Communication Engineering and M.Tech. in 
Communication Systems (5 Years, Bachelor and Master of Technology (Dual 
Degree))",SC,Gender-Neutral,1743,1743
IIT Patna,"B.Tech.
 in Electronics and Communication Engineering and M.Tech. in 
Communication Systems (5 Years, Bachelor and Master of Technology (Dual 
Degree))",SC,Female-only (including Supernumerary),2652,2652
IIT Patna,"B.Tech.
 in Electronics and Communication Engineering and M.Tech. in 
Communication Systems (5 Years, Bachelor and Master of Technology (Dual 
Degree))",ST,Gender-Neutral,699,699
IIT Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",OPEN,Gender-Neutral,10729,13325
IIT Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",EWS,Female-only (including Supernumerary),3013,3013
IIT Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",OBC-NCL,Gender-Neutral,4287,4287
IIT Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",SC,Gender-Neutral,2583,2583
IIT Patna,"BS in Economics with MBA (IIM Bodh Gaya) (5 Years, Bachelor of Science and MBA (Dual Degree))",ST,Gender-Neutral,1546,1546
IIT Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,11304,13715
IIT Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),20437,22069
IIT Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1814,2001
IIT Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3282,3282
IIT Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4320,4878
IIT Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7942,9151
IIT Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2662,2987
IIT Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3738,3747
IIT Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1180,1310
IIT Patna,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1759,1759
IIT Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,13449,15406
IIT Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),22540,23357
IIT Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2174,2337
IIT Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3564,3564
IIT Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4899,5515
IIT Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),8942,9199
IIT Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",SC,Gender-Neutral,3004,3254
IIT Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),4086,4086
IIT Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1225,1322
IIT Patna,"Chemical Science and Technology (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1803,1803
IIT Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,12605,15400
IIT Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),22067,24896
IIT Patna,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2075,2249
IIT Patna,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3801,3801
IIT Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4691,5243
IIT Patna,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),8805,9442
IIT Patna,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2497,2893
IIT Patna,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3775,3780
